WARNING|STATIC_WARNING|UNUSED_FIELD|D:\\library_management_system\\flutter_app\\lib\\providers\\notification_provider.dart|11|8|14|The value of the field '_currentUserId' isn't used.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\report_provider.dart|24|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\report_provider.dart|26|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\report_provider.dart|39|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\report_provider.dart|41|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\report_provider.dart|54|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\report_provider.dart|56|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\report_provider.dart|69|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\report_provider.dart|71|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\report_provider.dart|90|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\search_provider.dart|105|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\search_provider.dart|107|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\search_provider.dart|121|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\providers\\search_provider.dart|123|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\screens\\dashboard_screen.dart|70|65|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\screens\\dashboard_screen.dart|71|66|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\screens\\dashboard_screen.dart|72|64|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\screens\\dashboard_screen.dart|73|68|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|284|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|294|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|301|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|306|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|309|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|316|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|322|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|329|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|334|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|337|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|358|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|409|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|413|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|417|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|426|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|431|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|434|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|454|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|464|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|467|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|475|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|480|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|483|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|490|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|500|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|507|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|512|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|515|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|522|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|528|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|535|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|540|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|543|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|569|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|610|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|614|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|618|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|627|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|632|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|635|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|646|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|660|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|668|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|673|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|676|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|683|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|689|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|697|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|702|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|705|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|723|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|733|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|741|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|746|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|749|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|759|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|763|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|767|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|781|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|786|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|789|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|811|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|844|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|876|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|898|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|915|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|935|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|955|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|965|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|971|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|979|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|987|5|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|993|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1001|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1028|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1055|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1079|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1100|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1128|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1148|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1160|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1171|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1182|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1240|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1263|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1284|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1311|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1336|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1383|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\services\\api_service.dart|1428|7|5|Don't invoke 'print' in production code.
INFO|LINT|UNNECESSARY_UNDERSCORES|D:\\library_management_system\\flutter_app\\lib\\widgets\\advanced_search_dialog.dart|265|51|2|Unnecessary use of multiple underscores.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\book_dialog.dart|562|54|7|Don't use 'BuildContext's across async gaps.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\widgets\\books_content.dart|31|7|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\widgets\\books_content.dart|33|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\widgets\\books_content.dart|45|7|5|Don't invoke 'print' in production code.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\books_content.dart|449|13|7|Don't use 'BuildContext's across async gaps.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\books_content.dart|470|23|7|Don't use 'BuildContext's across async gaps.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\dashboard_content.dart|751|28|7|Don't use 'BuildContext's across async gaps, guarded by an unrelated 'mounted' check.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\dashboard_content.dart|756|28|7|Don't use 'BuildContext's across async gaps, guarded by an unrelated 'mounted' check.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|36|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|39|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|42|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|45|7|5|Don't invoke 'print' in production code.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|430|61|7|Don't use 'BuildContext's across async gaps, guarded by an unrelated 'mounted' check.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|436|61|7|Don't use 'BuildContext's across async gaps, guarded by an unrelated 'mounted' check.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|632|48|7|Don't use 'BuildContext's across async gaps, guarded by an unrelated 'mounted' check.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|633|56|7|Don't use 'BuildContext's across async gaps, guarded by an unrelated 'mounted' check.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|636|35|7|Don't use 'BuildContext's across async gaps, guarded by an unrelated 'mounted' check.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\issues_content.dart|640|56|7|Don't use 'BuildContext's across async gaps, guarded by an unrelated 'mounted' check.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\widgets\\members_content.dart|35|9|5|Don't invoke 'print' in production code.
INFO|LINT|AVOID_PRINT|D:\\library_management_system\\flutter_app\\lib\\widgets\\members_content.dart|43|7|5|Don't invoke 'print' in production code.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\members_content.dart|307|13|7|Don't use 'BuildContext's across async gaps.
INFO|LINT|USE_BUILD_CONTEXT_SYNCHRONOUSLY|D:\\library_management_system\\flutter_app\\lib\\widgets\\members_content.dart|439|23|7|Don't use 'BuildContext's across async gaps.
INFO|LINT|UNNECESSARY_UNDERSCORES|D:\\library_management_system\\flutter_app\\lib\\widgets\\reports_content.dart|159|43|2|Unnecessary use of multiple underscores.
INFO|LINT|UNNECESSARY_UNDERSCORES|D:\\library_management_system\\flutter_app\\lib\\widgets\\reports_content.dart|283|43|2|Unnecessary use of multiple underscores.
INFO|LINT|UNNECESSARY_UNDERSCORES|D:\\library_management_system\\flutter_app\\lib\\widgets\\reports_content.dart|814|43|2|Unnecessary use of multiple underscores.
INFO|HINT|DEPRECATED_MEMBER_USE|D:\\library_management_system\\flutter_app\\lib\\widgets\\reports_content.dart|1080|12|22|'Table.fromTextArray' is deprecated and shouldn't be used. Use TableHelper.fromTextArray() instead.
